Star Rating,Review Title,Review Text,Review Last Update Date
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-03-09
5,Love it,Seamless onboarding process. Very impressed.,2025-08-13
2,Issues,Having login issues since the latest update. @support please fix.,2026-03-09
2,Disappointed,Statements are hard to download. Needs improvement.,2025-10-19
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-11-14
5,Awesome,The new UI is fantastic and payments are quick.,2026-01-10
5,Love it,Seamless onboarding process. Very impressed.,2025-08-16
5,Great App,Works perfectly. I use it every day.,2025-08-09
4,Solid,Solid app for KYC but takes too long to approve.,2025-09-28
3,Average,Customer support is slow to respond to my queries.,2025-12-19
5,Love it,Seamless onboarding process. Very impressed.,2025-08-30
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-09-15
5,Awesome,The new UI is fantastic and payments are quick.,2025-11-04
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-01-18
4,Good,Good but has some minor bugs.,2025-07-10
5,Awesome,The new UI is fantastic and payments are quick.,2025-10-13
5,Great App,Works perfectly. I use it every day.,2025-08-03
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-06-23
2,Disappointed,Statements are hard to download. Needs improvement.,2026-03-18
1,Terrible,Crashes on startup. Unusable.,2025-05-31
4,Solid,Solid app for KYC but takes too long to approve.,2026-01-28
5,Awesome,The new UI is fantastic and payments are quick.,2026-02-03
1,Terrible,Crashes on startup. Unusable.,2025-05-31
2,Issues,Having login issues since the latest update. @support please fix.,2025-06-15
5,Love it,Seamless onboarding process. Very impressed.,2026-04-14
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-07-09
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-05-04
4,Good,Good but has some minor bugs.,2025-09-21
5,Awesome,The new UI is fantastic and payments are quick.,2025-07-31
4,Solid,Solid app for KYC but takes too long to approve.,2025-06-12
5,Love it,Seamless onboarding process. Very impressed.,2026-04-23
5,Awesome,The new UI is fantastic and payments are quick.,2025-09-03
5,Love it,Seamless onboarding process. Very impressed.,2025-07-30
