Star Rating,Review Title,Review Text,Review Last Update Date
1,Terrible,Crashes on startup. Unusable.,2025-08-22
5,Awesome,The new UI is fantastic and payments are quick.,2025-07-13
2,Issues,Having login issues since the latest update. @support please fix.,2025-09-09
2,Issues,Having login issues since the latest update. @support please fix.,2025-07-26
5,Love it,Seamless onboarding process. Very impressed.,2025-09-07
5,Awesome,The new UI is fantastic and payments are quick.,2026-03-31
2,Disappointed,Statements are hard to download. Needs improvement.,2025-12-21
5,Love it,Seamless onboarding process. Very impressed.,2025-06-05
4,Solid,Solid app for KYC but takes too long to approve.,2026-03-04
2,Issues,Having login issues since the latest update. @support please fix.,2025-05-28
4,Good,Good but has some minor bugs.,2026-04-03
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-04-24
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-03-07
1,Terrible,Crashes on startup. Unusable.,2025-09-29
3,Average,Customer support is slow to respond to my queries.,2025-11-01
5,Great App,Works perfectly. I use it every day.,2025-12-11
1,Terrible,Crashes on startup. Unusable.,2025-07-07
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-08-01
5,Awesome,The new UI is fantastic and payments are quick.,2026-01-21
5,Great App,Works perfectly. I use it every day.,2025-10-17
4,Solid,Solid app for KYC but takes too long to approve.,2025-12-18
2,Disappointed,Statements are hard to download. Needs improvement.,2026-02-02
5,Love it,Seamless onboarding process. Very impressed.,2026-01-09
1,Terrible,Crashes on startup. Unusable.,2026-01-21
5,Awesome,The new UI is fantastic and payments are quick.,2026-03-28
5,Great App,Works perfectly. I use it every day.,2025-10-11
2,Issues,Having login issues since the latest update. @support please fix.,2025-10-24
5,Awesome,The new UI is fantastic and payments are quick.,2025-07-03
5,Awesome,The new UI is fantastic and payments are quick.,2025-12-29
3,Average,Customer support is slow to respond to my queries.,2025-10-16
3,Average,Customer support is slow to respond to my queries.,2025-07-22
1,Terrible,Crashes on startup. Unusable.,2025-06-27
