Star Rating,Review Title,Review Text,Review Last Update Date
5,Awesome,The new UI is fantastic and payments are quick.,2026-01-17
2,Disappointed,Statements are hard to download. Needs improvement.,2025-07-15
1,Terrible,Crashes on startup. Unusable.,2026-02-08
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-07-17
4,Solid,Solid app for KYC but takes too long to approve.,2026-01-10
2,Disappointed,Statements are hard to download. Needs improvement.,2025-09-14
2,Disappointed,Statements are hard to download. Needs improvement.,2026-03-14
5,Love it,Seamless onboarding process. Very impressed.,2025-12-07
4,Good,Good but has some minor bugs.,2025-07-04
4,Good,Good but has some minor bugs.,2025-08-11
4,Solid,Solid app for KYC but takes too long to approve.,2025-11-24
2,Disappointed,Statements are hard to download. Needs improvement.,2026-02-17
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-09-09
5,Awesome,The new UI is fantastic and payments are quick.,2026-01-14
5,Great App,Works perfectly. I use it every day.,2025-12-24
3,Average,Customer support is slow to respond to my queries.,2025-11-19
5,Love it,Seamless onboarding process. Very impressed.,2025-06-09
5,Awesome,The new UI is fantastic and payments are quick.,2025-09-13
5,Love it,Seamless onboarding process. Very impressed.,2025-08-25
4,Good,Good but has some minor bugs.,2025-07-11
2,Disappointed,Statements are hard to download. Needs improvement.,2025-06-19
5,Great App,Works perfectly. I use it every day.,2025-06-18
4,Solid,Solid app for KYC but takes too long to approve.,2026-02-05
4,Good,Good but has some minor bugs.,2026-05-28
2,Disappointed,Statements are hard to download. Needs improvement.,2026-01-27
5,Awesome,The new UI is fantastic and payments are quick.,2025-06-01
1,Terrible,Crashes on startup. Unusable.,2025-06-03
3,Average,Customer support is slow to respond to my queries.,2026-04-23
2,Disappointed,Statements are hard to download. Needs improvement.,2025-10-09
5,Love it,Seamless onboarding process. Very impressed.,2026-04-09
4,Good,Good but has some minor bugs.,2025-07-04
5,Great App,Works perfectly. I use it every day.,2025-08-01
4,Solid,Solid app for KYC but takes too long to approve.,2025-10-07
