Rating,Review Title,Review,Date,Reviewer
3,Average,Customer support is slow to respond to my queries.,2026-01-02,User187
4,Good,Good but has some minor bugs.,2026-02-04,User562
2,Disappointed,Statements are hard to download. Needs improvement.,2025-10-09,User308
5,Awesome,The new UI is fantastic and payments are quick.,2025-10-19,User614
3,Average,Customer support is slow to respond to my queries.,2026-05-16,User734
2,Issues,Having login issues since the latest update. @support please fix.,2026-05-11,User797
5,Love it,Seamless onboarding process. Very impressed.,2025-06-26,User449
4,Solid,Solid app for KYC but takes too long to approve.,2026-05-21,User188
3,Average,Customer support is slow to respond to my queries.,2025-11-24,User536
5,Great App,Works perfectly. I use it every day.,2025-11-13,User908
1,Terrible,Crashes on startup. Unusable.,2025-10-20,User564
2,Disappointed,Statements are hard to download. Needs improvement.,2026-03-23,User555
4,Solid,Solid app for KYC but takes too long to approve.,2026-04-30,User410
2,Issues,Having login issues since the latest update. @support please fix.,2025-12-12,User162
2,Disappointed,Statements are hard to download. Needs improvement.,2026-03-28,User326
2,Issues,Having login issues since the latest update. @support please fix.,2026-04-24,User747
5,Love it,Seamless onboarding process. Very impressed.,2025-05-31,User585
2,Disappointed,Statements are hard to download. Needs improvement.,2026-02-01,User417
5,Awesome,The new UI is fantastic and payments are quick.,2026-03-13,User213
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-04-15,User127
1,Terrible,Crashes on startup. Unusable.,2026-04-12,User394
2,Issues,Having login issues since the latest update. @support please fix.,2025-09-11,User613
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-10-09,User588
4,Solid,Solid app for KYC but takes too long to approve.,2026-05-12,User334
2,Disappointed,Statements are hard to download. Needs improvement.,2026-01-27,User370
2,Issues,Having login issues since the latest update. @support please fix.,2026-05-20,User864
4,Solid,Solid app for KYC but takes too long to approve.,2026-02-28,User307
2,Disappointed,Statements are hard to download. Needs improvement.,2025-05-31,User655
2,Issues,Having login issues since the latest update. @support please fix.,2025-09-02,User945
5,Awesome,The new UI is fantastic and payments are quick.,2025-11-14,User278
5,Love it,Seamless onboarding process. Very impressed.,2026-05-08,User509
2,Disappointed,Statements are hard to download. Needs improvement.,2026-04-14,User741
4,Good,Good but has some minor bugs.,2026-04-25,User951
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-07-07,User652
5,Awesome,The new UI is fantastic and payments are quick.,2026-04-03,User778
2,Disappointed,Statements are hard to download. Needs improvement.,2026-05-13,User473
2,Issues,Having login issues since the latest update. @support please fix.,2025-07-16,User974
5,Awesome,The new UI is fantastic and payments are quick.,2025-09-17,User947
4,Good,Good but has some minor bugs.,2026-02-13,User945
5,Love it,Seamless onboarding process. Very impressed.,2026-05-14,User749
3,Average,Customer support is slow to respond to my queries.,2025-10-17,User503
2,Disappointed,Statements are hard to download. Needs improvement.,2025-12-09,User593
2,Issues,Having login issues since the latest update. @support please fix.,2025-07-03,User672
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-08-15,User202
4,Good,Good but has some minor bugs.,2025-10-11,User207
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-09-20,User720
5,Great App,Works perfectly. I use it every day.,2025-12-17,User483
2,Issues,Having login issues since the latest update. @support please fix.,2025-08-29,User133
1,Terrible,Crashes on startup. Unusable.,2025-10-03,User815
4,Good,Good but has some minor bugs.,2025-08-05,User706
3,Average,Customer support is slow to respond to my queries.,2026-04-03,User839
5,Great App,Works perfectly. I use it every day.,2025-08-13,User676
3,Average,Customer support is slow to respond to my queries.,2025-08-16,User526
5,Love it,Seamless onboarding process. Very impressed.,2026-01-03,User368
5,Great App,Works perfectly. I use it every day.,2025-08-15,User844
5,Great App,Works perfectly. I use it every day.,2026-01-09,User871
5,Awesome,The new UI is fantastic and payments are quick.,2025-09-20,User629
4,Good,Good but has some minor bugs.,2025-08-09,User570
2,Disappointed,Statements are hard to download. Needs improvement.,2025-11-23,User901
4,Good,Good but has some minor bugs.,2025-08-21,User700
1,Terrible,Crashes on startup. Unusable.,2025-07-12,User809
1,Terrible,Crashes on startup. Unusable.,2026-01-07,User741
5,Awesome,The new UI is fantastic and payments are quick.,2026-05-13,User971
2,Disappointed,Statements are hard to download. Needs improvement.,2026-01-21,User347
5,Great App,Works perfectly. I use it every day.,2025-09-09,User297
4,Good,Good but has some minor bugs.,2025-09-10,User808
5,Awesome,The new UI is fantastic and payments are quick.,2026-01-15,User164
4,Good,Good but has some minor bugs.,2025-08-18,User978
3,Average,Customer support is slow to respond to my queries.,2026-01-09,User711
5,Great App,Works perfectly. I use it every day.,2026-02-14,User566
1,Terrible,Crashes on startup. Unusable.,2025-06-22,User948
2,Issues,Having login issues since the latest update. @support please fix.,2025-10-19,User898
1,Terrible,Crashes on startup. Unusable.,2026-04-03,User542
