Rating,Review Title,Review,Date,Reviewer
5,Love it,Seamless onboarding process. Very impressed.,2025-12-01,User144
3,Average,Customer support is slow to respond to my queries.,2025-10-10,User267
4,Solid,Solid app for KYC but takes too long to approve.,2026-03-29,User931
4,Good,Good but has some minor bugs.,2025-08-13,User690
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-05-26,User172
4,Good,Good but has some minor bugs.,2025-11-07,User984
5,Love it,Seamless onboarding process. Very impressed.,2026-05-16,User831
5,Great App,Works perfectly. I use it every day.,2025-12-23,User499
3,Average,Customer support is slow to respond to my queries.,2025-12-14,User444
4,Solid,Solid app for KYC but takes too long to approve.,2026-02-08,User163
4,Solid,Solid app for KYC but takes too long to approve.,2025-07-29,User893
4,Solid,Solid app for KYC but takes too long to approve.,2026-03-07,User129
2,Disappointed,Statements are hard to download. Needs improvement.,2025-12-03,User137
3,Average,Customer support is slow to respond to my queries.,2025-08-29,User343
2,Issues,Having login issues since the latest update. @support please fix.,2025-12-28,User243
4,Solid,Solid app for KYC but takes too long to approve.,2026-04-03,User567
2,Issues,Having login issues since the latest update. @support please fix.,2026-02-23,User168
5,Great App,Works perfectly. I use it every day.,2025-11-01,User619
4,Solid,Solid app for KYC but takes too long to approve.,2025-08-06,User941
3,Average,Customer support is slow to respond to my queries.,2025-07-07,User840
5,Awesome,The new UI is fantastic and payments are quick.,2025-06-02,User444
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-02-20,User793
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-07-21,User708
2,Issues,Having login issues since the latest update. @support please fix.,2026-02-02,User951
2,Disappointed,Statements are hard to download. Needs improvement.,2025-09-16,User959
5,Great App,Works perfectly. I use it every day.,2026-04-20,User177
5,Great App,Works perfectly. I use it every day.,2025-06-15,User351
5,Great App,Works perfectly. I use it every day.,2026-02-03,User907
4,Good,Good but has some minor bugs.,2026-05-01,User527
2,Issues,Having login issues since the latest update. @support please fix.,2025-10-12,User575
1,Terrible,Crashes on startup. Unusable.,2025-11-20,User565
4,Good,Good but has some minor bugs.,2025-07-26,User110
4,Good,Good but has some minor bugs.,2025-10-15,User563
3,Average,Customer support is slow to respond to my queries.,2026-04-03,User150
3,Average,Customer support is slow to respond to my queries.,2026-04-22,User847
1,Terrible,Crashes on startup. Unusable.,2026-04-22,User191
4,Good,Good but has some minor bugs.,2025-09-15,User551
2,Disappointed,Statements are hard to download. Needs improvement.,2026-04-10,User634
4,Solid,Solid app for KYC but takes too long to approve.,2025-06-30,User508
5,Great App,Works perfectly. I use it every day.,2025-12-13,User404
1,Terrible,Crashes on startup. Unusable.,2026-02-26,User270
5,Awesome,The new UI is fantastic and payments are quick.,2025-09-30,User621
4,Good,Good but has some minor bugs.,2026-03-17,User762
4,Solid,Solid app for KYC but takes too long to approve.,2026-03-21,User129
2,Disappointed,Statements are hard to download. Needs improvement.,2026-04-22,User770
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-05-13,User543
5,Great App,Works perfectly. I use it every day.,2025-11-02,User811
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-07-26,User113
2,Issues,Having login issues since the latest update. @support please fix.,2025-10-17,User680
4,Solid,Solid app for KYC but takes too long to approve.,2025-07-10,User427
2,Issues,Having login issues since the latest update. @support please fix.,2025-08-10,User160
5,Awesome,The new UI is fantastic and payments are quick.,2025-09-25,User253
1,Terrible,Crashes on startup. Unusable.,2025-06-10,User390
5,Great App,Works perfectly. I use it every day.,2025-11-26,User655
5,Love it,Seamless onboarding process. Very impressed.,2025-09-30,User168
4,Good,Good but has some minor bugs.,2025-10-27,User147
2,Disappointed,Statements are hard to download. Needs improvement.,2025-10-23,User397
2,Issues,Having login issues since the latest update. @support please fix.,2025-12-18,User231
3,Average,Customer support is slow to respond to my queries.,2025-10-07,User114
5,Awesome,The new UI is fantastic and payments are quick.,2026-04-01,User267
1,Terrible,Crashes on startup. Unusable.,2026-03-13,User253
3,Average,Customer support is slow to respond to my queries.,2025-11-28,User545
2,Issues,Having login issues since the latest update. @support please fix.,2025-08-26,User411
4,Solid,Solid app for KYC but takes too long to approve.,2025-10-15,User222
5,Awesome,The new UI is fantastic and payments are quick.,2026-05-05,User563
4,Good,Good but has some minor bugs.,2026-02-01,User645
5,Great App,Works perfectly. I use it every day.,2025-08-17,User664
4,Good,Good but has some minor bugs.,2025-06-20,User249
5,Awesome,The new UI is fantastic and payments are quick.,2025-12-05,User635
4,Solid,Solid app for KYC but takes too long to approve.,2026-04-14,User739
5,Love it,Seamless onboarding process. Very impressed.,2026-01-14,User620
2,Disappointed,Statements are hard to download. Needs improvement.,2026-04-08,User512
2,Issues,Having login issues since the latest update. @support please fix.,2026-04-09,User330
2,Issues,Having login issues since the latest update. @support please fix.,2025-12-16,User407
