Rating,Review Title,Review,Date,Reviewer
4,Solid,Solid app for KYC but takes too long to approve.,2026-04-20,User479
5,Awesome,The new UI is fantastic and payments are quick.,2025-10-14,User831
5,Love it,Seamless onboarding process. Very impressed.,2026-05-19,User778
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-08-13,User112
1,Terrible,Crashes on startup. Unusable.,2025-10-03,User151
2,Issues,Having login issues since the latest update. @support please fix.,2025-09-28,User139
2,Issues,Having login issues since the latest update. @support please fix.,2026-03-08,User790
5,Awesome,The new UI is fantastic and payments are quick.,2025-07-19,User333
3,Average,Customer support is slow to respond to my queries.,2025-06-05,User426
5,Awesome,The new UI is fantastic and payments are quick.,2025-06-22,User638
4,Good,Good but has some minor bugs.,2025-06-16,User741
1,Terrible,Crashes on startup. Unusable.,2025-09-13,User237
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-06-18,User491
4,Solid,Solid app for KYC but takes too long to approve.,2025-12-04,User608
5,Great App,Works perfectly. I use it every day.,2025-12-09,User225
3,Average,Customer support is slow to respond to my queries.,2025-10-15,User719
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-10-09,User658
2,Disappointed,Statements are hard to download. Needs improvement.,2026-01-20,User983
5,Love it,Seamless onboarding process. Very impressed.,2025-12-15,User629
1,Terrible,Crashes on startup. Unusable.,2026-03-04,User805
4,Solid,Solid app for KYC but takes too long to approve.,2025-10-27,User963
3,Average,Customer support is slow to respond to my queries.,2025-08-15,User290
4,Solid,Solid app for KYC but takes too long to approve.,2026-05-01,User674
2,Disappointed,Statements are hard to download. Needs improvement.,2025-11-05,User150
2,Issues,Having login issues since the latest update. @support please fix.,2025-10-21,User760
2,Issues,Having login issues since the latest update. @support please fix.,2025-06-30,User638
5,Love it,Seamless onboarding process. Very impressed.,2025-06-21,User646
2,Disappointed,Statements are hard to download. Needs improvement.,2025-07-03,User933
4,Solid,Solid app for KYC but takes too long to approve.,2025-10-10,User482
1,Terrible,Crashes on startup. Unusable.,2025-09-25,User279
3,Average,Customer support is slow to respond to my queries.,2026-02-20,User715
2,Disappointed,Statements are hard to download. Needs improvement.,2025-11-06,User834
2,Issues,Having login issues since the latest update. @support please fix.,2026-01-03,User653
5,Awesome,The new UI is fantastic and payments are quick.,2025-10-12,User146
2,Disappointed,Statements are hard to download. Needs improvement.,2025-05-29,User346
5,Love it,Seamless onboarding process. Very impressed.,2025-10-11,User687
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-05-30,User254
1,Terrible,Crashes on startup. Unusable.,2026-03-29,User530
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-05-07,User439
3,Average,Customer support is slow to respond to my queries.,2025-11-27,User128
4,Good,Good but has some minor bugs.,2025-10-14,User472
5,Great App,Works perfectly. I use it every day.,2025-10-12,User221
5,Love it,Seamless onboarding process. Very impressed.,2025-10-25,User909
5,Great App,Works perfectly. I use it every day.,2026-02-28,User853
1,Terrible,Crashes on startup. Unusable.,2025-11-18,User546
3,Average,Customer support is slow to respond to my queries.,2026-04-25,User374
3,Average,Customer support is slow to respond to my queries.,2025-07-18,User484
5,Love it,Seamless onboarding process. Very impressed.,2025-08-20,User273
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-01-19,User593
5,Love it,Seamless onboarding process. Very impressed.,2025-06-06,User357
2,Disappointed,Statements are hard to download. Needs improvement.,2025-12-14,User104
5,Awesome,The new UI is fantastic and payments are quick.,2025-12-13,User416
1,Terrible,Crashes on startup. Unusable.,2026-03-25,User586
5,Love it,Seamless onboarding process. Very impressed.,2026-02-25,User937
3,Average,Customer support is slow to respond to my queries.,2026-02-03,User836
3,Average,Customer support is slow to respond to my queries.,2026-04-29,User743
3,Average,Customer support is slow to respond to my queries.,2026-02-14,User278
2,Disappointed,Statements are hard to download. Needs improvement.,2026-02-27,User505
3,Average,Customer support is slow to respond to my queries.,2026-02-28,User542
5,Awesome,The new UI is fantastic and payments are quick.,2025-11-28,User164
4,Good,Good but has some minor bugs.,2025-12-27,User593
5,Great App,Works perfectly. I use it every day.,2026-02-07,User421
5,Awesome,The new UI is fantastic and payments are quick.,2025-10-18,User987
3,Average,Customer support is slow to respond to my queries.,2026-04-22,User444
2,Issues,Having login issues since the latest update. @support please fix.,2026-03-15,User123
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-06-13,User368
5,Awesome,The new UI is fantastic and payments are quick.,2026-01-13,User409
5,Great App,Works perfectly. I use it every day.,2025-07-15,User499
4,Solid,Solid app for KYC but takes too long to approve.,2026-03-09,User503
4,Solid,Solid app for KYC but takes too long to approve.,2025-12-23,User825
1,Terrible,Crashes on startup. Unusable.,2025-09-23,User947
5,Great App,Works perfectly. I use it every day.,2026-05-11,User191
1,Terrible,Crashes on startup. Unusable.,2025-08-21,User348
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-12-08,User629
3,Average,Customer support is slow to respond to my queries.,2026-01-27,User126
1,Terrible,Crashes on startup. Unusable.,2026-05-15,User858
